date,ticker,target_3class,target_binary,ret_next,ret_1d,ret_2d,ret_5d,vol_5d,vol_20d,ma_ratio_5_20,ma_ratio_20_50,volume_ratio,momentum_5d,momentum_10d,oil_ret_1d,oil_ret_5d,usd_ret_1d,vix_level,vix_change_1d,sti_ret_1d,sent_composite_mean,sent_positive_share,article_count
2024-02-28,C6L.SI,UP,UP,0.0031008256930970274,-0.009216657012556051,-0.009216657012556051,-0.0329835614921588,0.004472021797507557,0.025023186656422315,0.9514917167863758,1.0331444286224938,0.8382113740884178,-0.0329835614921588,-0.09663872106263853,3.5862257919498354e-4,0.02523888127019226,0.0014446838412174817,20,0,0,0,0,0
2024-02-29,C6L.SI,FLAT,NOT_UP,-0.001545537312781282,0.0031008256930970274,-0.006144410566328021,-0.01820945891544965,0.005044186863612111,0.02503539338560696,0.9494447566211113,1.0313131043668473,0.7750119627548728,-0.01820945891544965,-0.10511763357194784,-7.169880302932913e-4,0.024503797264130246,0.0017311050140851767,20,0,0,0,0,0
2024-03-01,C6L.SI,DOWN,NOT_UP,-0.0077399803327144545,-0.001545537312781282,0.0015504959385066331,-0.0137405158537679,0.004907448826862746,0.02488193658878759,0.9488249258555174,1.028849054148862,0.5354903692346445,-0.0137405158537679,-0.11748627158287576,-8.371166290960208e-4,0.023646168098868426,-0.002880213529283367,20,0,0,0,0,0
2024-03-04,C6L.SI,DOWN,NOT_UP,-0.007800271315966046,-0.0077399803327144545,-0.009273555217091334,-0.015360985252756032,0.005230142388453981,0.02464863912887459,0.9488836411041076,1.0253938639232416,0.5552202409029603,-0.015360985252756032,-0.12191786856180048,-0.008976660354343587,-0.010516219529262348,-2.888386204562093e-4,20,0,0,0,0,0
2024-03-05,C6L.SI,UP,UP,0.023584865911425126,-0.007800271315966046,-0.015479877702105087,-0.023041436716070028,0.005244975297195178,0.024661389424308854,0.9478183764889637,1.021717525613653,0.506172198943883,-0.023041436716070028,-0.1370420304462217,-0.009178769422935839,-0.01889502247258979,-2.8892207230899435e-4,20,0,0,0,0,0
2024-03-06,C6L.SI,DOWN,NOT_UP,-0.012288821132656043,0.023584865911425126,0.015600626242399286,0.009302393987332963,0.012947679402370859,0.025386509871304787,0.9518321469336747,1.0190622465025279,1.1674510344321891,0.009302393987332963,-0.02398799358893132,0.011214019486574488,-0.007061686962712123,-0.004142584706489557,20,0,0,0,0,0
2024-03-07,C6L.SI,DOWN,NOT_UP,-0.007776009452602875,-0.012288821132656043,0.011006214580145904,-0.006182397756427859,0.014350061072072135,0.025482127212981653,0.9534676905641727,1.0160202334137365,0.7057748872872066,-0.006182397756427859,-0.02427927855393287,0,-0.007061686962712123,-0.005320722038734768,20,0,0,0,0,0
2024-03-08,C6L.SI,DOWN,NOT_UP,-0.006269610119882405,-0.007776009452602875,-0.019969272595970037,-0.012383935347013599,0.014659312364183111,0.025498284602906877,0.9539947887292033,1.013116675142236,0.7479186029206238,-0.012383935347013599,-0.025954289540813823,-0.010607488706960159,-0.017594268904963226,-7.780765540958726e-4,20,0,0,0,0,0
2024-03-11,C6L.SI,UP,UP,0.0031546253326608965,-0.006269610119882405,-0.013996867024928939,-0.01092044673072622,0.014539770811189777,0.025488972319647973,0.9551793461659002,1.0102311394629702,0.52500694029418,-0.01092044673072622,-0.02611368316229806,0.00158378716517992,-0.009040501546249113,0.0012653775113455128,20,0,0,0,0,0
2024-03-12,C6L.SI,UP,UP,0.004716973182285025,0.0031546253326608965,-0.0031347630581315964,0,0.014291205396626485,0.023177247842912665,0.960407907666651,1.0053372702624601,0.5343821458577033,0,-0.023041436716070028,-0.003527562568506553,-0.012536173179900592,8.748550159207148e-4,20,0,0,0,0,0
2024-03-13,C6L.SI,UP,UP,0.004694827805431359,0.004716973182285025,0.00788647879804024,-0.018433149372856023,0.007328295291822051,0.02311835355968799,0.9622200376846275,1.000135752145951,0.7091671140707926,-0.018433149372856023,-0.009302227803416725,0.025756843963790924,0.023757272231253932,-0.0016511088816719875,20,0,0,0,0,0
2024-03-14,C6L.SI,DOWN,NOT_UP,-0.006230547019238186,0.004694827805431359,0.00943394636457005,-0.00155515188027681,0.006196362574958759,0.02286277206844108,0.9678300527232184,0.994026784316748,0.6242927330557404,-0.00155515188027681,-0.007727935069209141,0.0165417042703909,0.040691962273165405,0.005545283488154101,20,0,0,0,0,0
2024-03-15,C6L.SI,DOWN,NOT_UP,-0.0031347630581315964,-0.006230547019238186,-0.0015649705591957936,0,0.0057526027589237,0.022462066470141852,0.9747822149641511,0.9868778263995369,0.8830012583029565,0,-0.012383935347013599,-9.365702735846276e-4,0.03971728111734191,6.772416254920982e-4,20,0,0,0,0,0
2024-03-18,C6L.SI,DOWN,NOT_UP,-0.006289325665639611,-0.0031347630581315964,-0.009345778788741923,0.0031546253326608965,0.00502095438297911,0.022458601976924904,0.9824507556189077,0.9798775118059585,0.31678128745191014,0.0031546253326608965,-0.007800271315966046,0.01816268008286306,0.03403547128286051,0.001450270960420755,20,0,0,0,0,0
2024-03-19,C6L.SI,UP,UP,0.007911350943755911,-0.006289325665639611,-0.009404373178014002,-0.006289325665639611,0.005583429051369468,0.022133922904762703,0.9892139488631028,0.9721635462833269,0.6872836116118586,-0.006289325665639611,-0.006289325665639611,0.005639289529422033,0.022945435805279843,0.002220464601981757,20,0,0,0,0,0
2024-03-20,C6L.SI,UP,UP,0.004709652612954006,0.007911350943755911,0.001572268215575854,-0.003129941118391587,0.006537857768170701,0.008414164145293005,0.9908999014672573,0.9700760519316978,0.39825885833122393,-0.003129941118391587,-0.021505395819084054,-0.016365304991124215,0.007147886530676175,-0.003853134629529351,20,0,0,0,0,0
2024-03-21,C6L.SI,UP,UP,0.003124966765249485,0.004709652612954006,0.012658263271354173,-0.0031152317695037368,0.00654086747992304,0.008224499723406584,0.9917432703198743,0.9690519293201042,0.7553968150510233,-0.0031152317695037368,-0.004665538991236705,-0.001977872890998273,0.005155876028680946,0.005705408732199924,20,0,0,0,0,0
2024-03-22,C6L.SI,DOWN,NOT_UP,-0.006230547019238186,0.003124966765249485,0.007849336886094842,0.006269610119882405,0.005829340403182067,0.008208450205477233,0.9939961168718828,0.9685092810844889,0.4497331413852208,0.006269610119882405,0.006269610119882405,-0.004080187445812442,0.0010546516422241144,0.004134618318997896,20,0,0,0,0,0
2024-03-25,C6L.SI,UP,UP,0.006269610119882405,-0.006230547019238186,-0.0031250505063531446,0.0031446206989304394,0.006535088198878806,0.008212566045680105,0.9956291063496611,0.9679368943739686,0.6242857817914872,0.0031446206989304394,0.006309166131709792,0.015451243007244219,0.009307772893110891,-0.0019151292507683273,20,0,0,0,0,0
2024-03-26,C6L.SI,FLAT,NOT_UP,-0.0015576576248672246,0.006269610119882405,0,0.015822786688632417,0.005541434605713869,0.00836993983990464,0.9994532610261563,0.9675785920800745,0.7247677332608505,0.015822786688632417,0.00943394636457005,-0.005763688760806916,0.005479146973554871,5.756265629992311e-4,20,0,0,0,0,0
2024-03-27,C6L.SI,FLAT,NOT_UP,-0.0015600040969128925,-0.0015576576248672246,0.004702186589007001,0.00627945268177684,0.005111796052220178,0.008129737500622474,1.0010157124367995,0.9676273123416631,0.7829737367941634,0.00627945268177684,0.003129857246235566,-0.0018551149230072463,0.007725576850722051,5.752954076809984e-4,20,0,0,0,0,0
2024-03-28,C6L.SI,UP,UP,0.004687408277322398,-0.0015600040969128925,-0.0031152317695037368,0,0.0048154082006595725,0.008094456918598442,1.0015634815554906,0.9672736093782045,0.7589088107590238,0,-0.0031152317695037368,0.01614597605031129,0.023996289879839938,0.001916670633074519,20,0,0,0,0,0
2024-04-01,C6L.SI,UP,UP,0.006220857572326065,0.004687408277322398,0.0031200918042929796,0.0015575741446365121,0.0051098380583269095,0.008172217659939937,1.0021111857997889,0.9670175116562717,0.38069234954866255,0.0015575741446365121,0.007836949647138597,-6.859303347697607e-4,0.015448970700784156,0.004495395290193554,20,0,0,0,0,0
2024-04-02,C6L.SI,FLAT,NOT_UP,0.0015457029829831024,0.006220857572326065,0.010937425548925028,0.014106559767021002,0.0040404474216654,0.008090218311119187,1.0044548577923293,0.967558982400939,0.8124031750047362,0.014106559767021002,0.017295540245785515,0.017158545314781913,0.01646084541328022,-0.0019043701641118995,20,0,0,0,0,0
2024-04-03,C6L.SI,DOWN,NOT_UP,-0.009259325884552078,0.0015457029829831024,0.0077761761534154246,0.009345862268972636,0.003552697811879899,0.007852156856978668,1.0053876822167258,0.9685836157224521,0.6563086787533461,0.009345862268972636,0.025316526542708346,0.004835810998992529,0.021376257949575008,-0.005437890636173739,20,0,0,0,0,0
2024-04-04,C6L.SI,FLAT,NOT_UP,-0.0015576576248672246,-0.009259325884552078,-0.007727935069209141,0.001560087707380087,0.006137882020474416,0.006114514354705056,1.0064072586275437,0.9681958494193768,0.8326944423424006,0.001560087707380087,0.007849336886094842,0.014549558746040036,0.03623683181642289,-0.0012469760519709233,20,0,0,0,0,0
2024-04-05,C6L.SI,DOWN,NOT_UP,-0.0031200918042929796,-0.0015576576248672246,-0.0108025606498541,0.001562441512072913,0.006137701767112031,0.005479933963670816,1.0068771432487909,0.9683962016551522,0.9170613582330372,0.001562441512072913,0.001562441512072913,0.005736311465123989,0.042181009035355196,0.0017287773763691161,20,0,0,0,0,0
2024-04-08,C6L.SI,UP,UP,0.0140845672884501,-0.0031200918042929796,-0.004672889394370962,-0.00622077422191979,0.005730828957269066,0.005231815619885481,1.0055481814695657,0.9692053725673005,0.5693853215568973,-0.00622077422191979,-0.004672889394370962,-0.008665141289828796,0.011527686590785997,-0.001534071499786772,20,0,0,0,0,0
2024-04-09,C6L.SI,DOWN,NOT_UP,-0.0030864695306040434,0.0140845672884501,0.010920530341193413,0.0015457029829831024,0.008632601542428715,0.005870088391444378,1.0047615557816427,0.9708539288445965,1.1256883906171615,0.0015457029829831024,0.015674067301515618,-0.010621809179534482,-0.013568707514940862,9.604509591981971e-5,20,0,0,0,0,0
2024-04-11,C6L.SI,DOWN,NOT_UP,-0.003096025318415311,-0.0030864695306040434,0.010954626170058513,-0.0030864695306040434,0.008718804362286552,0.005921286417590218,1.0033538850637647,0.9722011650962763,1.6275615492793234,-0.0030864695306040434,0.006230547019238186,-0.008178663414111765,-0.01568498775798894,2.8502403132422803e-4,20,0,0,0,0,0
2024-04-12,C6L.SI,DOWN,NOT_UP,-0.018633509875542194,-0.003096025318415311,-0.006172939061208087,0.0031152317695037368,0.0075426905180960725,0.0059067667014649685,1.0035864729370179,0.9732592771237878,0.6885772926048491,0.0031152317695037368,0.004680179511673066,0.007911735027567927,-0.007897348197472868,0.0072188653594468105,20,0,0,0,0,0
2024-04-15,C6L.SI,DOWN,NOT_UP,-0.015822786688632417,-0.018633509875542194,-0.021671845375611884,-0.014040538535019199,0.011576445841968113,0.007181194456460776,1.0015605620428742,0.9735642702799765,1.8326874501663721,-0.014040538535019199,-0.012500034543205259,-0.0038695244436699303,-0.004199876975174535,0.001603151334190717,20,0,0,0,0,0
2024-04-16,C6L.SI,FLAT,NOT_UP,0,-0.015822786688632417,-0.034161462512153386,-0.026604080145548385,0.012981040094508609,0.007854532360411847,0.997500009755839,0.9739172827072007,1.7899066512810022,-0.026604080145548385,-0.03265935639150086,-8.879226682524969e-4,0.0031201112766007554,4.707942019474387e-4,20,0,0,0,0,0
2024-04-17,C6L.SI,UP,UP,0.016077172357399937,0,-0.015822786688632417,-0.0401235249470322,0.00846134833088808,0.007845998522441892,0.9904583101378459,0.9746912673677427,0.9496183206106871,-0.0401235249470322,-0.038639841016247525,-0.030326547759867466,-0.03493638628338567,-0.0029174212474684462,20,0,0,0,0,0
2024-04-18,C6L.SI,DOWN,NOT_UP,-0.011075959162154753,0.016077172357399937,0.016077172357399937,-0.021671845375611884,0.013904969464474304,0.008620615559937074,0.9860785158710788,0.9762391991747036,1.2086818619981965,-0.021671845375611884,-0.02469142541579214,-0.002062095352135142,-0.03692643947574544,0.0018877261292836406,20,0,0,0,0,0
2024-04-19,C6L.SI,UP,UP,0.022400020031408837,-0.011075959162154753,0.004823143090771698,-0.029503085043267836,0.014188025091543216,0.00875211116930948,0.9810552637871651,0.977053699750714,1.3037741255638542,-0.029503085043267836,-0.026479762221589258,0.0020663563760139757,-0.03493638628338567,0,20,0,0,0,0,0
2024-04-22,C6L.SI,UP,UP,0.015649453975489874,0.022400020031408837,0.011075959162154753,0.011075959162154753,0.0166317597800562,0.010135036483216469,0.983324197936716,0.9782941745533377,1.5988629908459986,0.011075959162154753,-0.0031200918042929796,-0.0033222695897091887,-0.0033222695897091887,-6.594412983324653e-4,20,0,0,0,0,0
2024-04-23,C6L.SI,UP,UP,0.009245059352186032,0.015649453975489874,0.038400022089430295,0.043408373981428106,0.013758145912462098,0.010710781053847552,0.9912363073776658,0.9797307709283823,1.56362523577638,0.043408373981428106,0.015649453975489874,0.016321818033854168,0.015038428991103449,-0.003676464771084365,20,0,0,0,0,0
2024-04-24,C6L.SI,FLAT,NOT_UP,0,0.009245059352186032,0.02503919345850861,0.05305474632745433,0.012906594732928761,0.010750526816633245,1.0002344421162357,0.981786664439738,1.462738458157967,0.05305474632745433,0.01080247794259405,-0.004523880730178458,0.008362879137159102,0.0016084602613152385,20,0,0,0,0,0
2024-04-25,C6L.SI,FLAT,NOT_UP,-0.0015268239900869357,0,0.009245059352186032,0.0363924857048631,0.013157291491355189,0.010691399711498262,1.0064012731497234,0.9844153552233453,0.8059825423544186,0.0363924857048631,0.013931948006221254,0.011247506599877246,0.01970444727532552,-0.00245609422568853,20,0,0,0,0,0
2024-04-26,C6L.SI,FLAT,NOT_UP,0.0015291587463455072,-0.0015268239900869357,-0.0015268239900869357,0.04639998024299402,0.010192300732460144,0.010691005048723369,1.014427221504743,0.9872351667180587,0.7134653959548616,0.04639998024299402,0.015527952636611188,0.005504975306253626,0.02531789507725319,0.0032197345852091035,20,0,0,0,0,0
2024-04-29,C6L.SI,FLAT,NOT_UP,-0.0015268239900869357,0.0015291587463455072,0,0.02503919345850861,0.007264217804102273,0.010673482905053261,1.018227170189041,0.9904641519979304,0.9644286157595885,0.02503919345850861,0.0363924857048631,-0.012290485744369762,0.004317256274769855,-0.0033981555791512577,20,0,0,0,0,0
2024-04-30,C6L.SI,FLAT,NOT_UP,-0.001528994849373766,-0.0015268239900869357,0,0.007704119783690401,0.0044874934902426845,0.010657456653629051,1.0189120000198877,0.9937047702175538,0.8531805364615215,0.007704119783690401,0.051446917077886664,-0.006108607536270909,-0.01291991347353099,0.006061748234031493,20,0,0,0,0,0
2024-05-02,C6L.SI,FLAT,NOT_UP,-0.001531418328596297,-0.001528994849373766,-0.0030534843334439586,-0.0030534843334439586,0.001366910906485194,0.01059460586511014,1.0178140890316056,0.996542544742809,0.740593006249169,-0.0030534843334439586,0.04983926015728465,0.002756420431561846,-0.06513968526318087,-0.004349461754739065,20,0,0,0,0,0
2024-05-03,C6L.SI,UP,UP,0.00460130150324636,-0.001531418328596297,-0.0030580716472334026,-0.004580226500165938,0.0013674347138313515,0.010601188649725347,1.0165642712113194,0.9994870166238801,0.574463437719944,-0.004580226500165938,0.031645573377264834,-0.008485706944071348,-0.07307263592767982,-0.0025641430639676533,20,0,0,0,0,0
2024-05-06,C6L.SI,UP,UP,0.021373981217282928,0.00460130150324636,0.003062836657192594,0.0015291587463455072,0.0027408143562955402,0.010390134701414562,1.0158483679480028,1.000870877501596,0.5588556696710142,0.0015291587463455072,0.04800009192495836,0.004460013870121696,-0.0013183198362057551,1.9046246494749716e-4,20,0,0,0,0,0
2024-05-07,C6L.SI,FLAT,NOT_UP,-0.0014947924999052687,0.021373981217282928,0.02607363085243473,0.021373981217282928,0.009918966792626285,0.011311220713694309,1.017984496255432,1.0027361642299437,1.9349288675842722,0.021373981217282928,0.04694836192646962,-0.002040059584901618,-0.006095309166926998,0.0034269452631447454,20,0,0,0,0,0
2024-05-08,C6L.SI,FLAT,NOT_UP,-0.0014970302494943441,-0.0014947924999052687,0.019847239050560947,0.021406747376091433,0.009914289945102468,0.011276768578607129,1.0200324900305635,1.0045843213633516,0.8520286891822753,0.021406747376091433,0.02927578730574644,0.005050482809642762,0.007473514385538066,0.0013281413982035712,20,0,0,0,0,0
2024-05-09,C6L.SI,UP,UP,0.011994036970110365,-0.0014970302494943441,-0.0029895849998105373,0.021439446230465366,0.009909613725529091,0.010952003770423479,1.0228606709184431,1.0055605722143295,0.6549568380787881,0.021439446230465366,0.01832049688383897,0.003589320600514943,0.011089659825195266,-0.0030317355336058377,20,0,0,0,0,0
2024-05-10,C6L.SI,UP,UP,0.00740736859013066,0.011994036970110365,0.010479051284458212,0.035276069459209594,0.00976814231534965,0.011136983562496398,1.0276643267880134,1.0070619380676717,0.9006692142863424,0.035276069459209594,0.03053427057088489,-0.012994711177654569,-0.002049158278946154,7.601843495986684e-4,20,0,0,0,0,0
2024-05-13,C6L.SI,UP,UP,0.005882369631446115,0.00740736859013066,0.019490249812962285,0.03816781775776487,0.009676376741831,0.011118915102604248,1.0325059298355581,1.0087596988352194,1.1268139746320855,0.03816781775776487,0.03975534115646359,0.006884885717126677,-0.0026322232098992624,-8.545849394835629e-4,20,0,0,0,0,0
2024-05-14,C6L.SI,DOWN,NOT_UP,-0.004385957695441561,0.005882369631446115,0.013333311101620287,0.022421486943217033,0.005882550046519375,0.009920508895464208,1.032988869543206,1.0116300752373486,1.4281185096309008,0.022421486943217033,0.04427470460128784,-0.011756278188077387,-0.017882690142063368,-0.001995809561265589,20,0,0,0,0,0
2024-05-15,C6L.SI,DOWN,NOT_UP,-0.011747463301080473,-0.004385957695441561,0.0014706121116520809,0.01946107231942208,0.006699401467048214,0.009004610497845608,1.0323071910068458,1.0150980830142404,0.9334482372473696,0.01946107231942208,0.04128441795432323,0.004491414893397314,-4.8316119199174376e-4,-0.0062851504493176375,20,0,0,0,0,0
